trade_date,value,ma,ma20,value_ben,buy,sell,return,bench_self
2020-01-10,100000,-0.012967581047381448,-0.04076267664172903,24.06,,,0.0,0.0
2020-01-13,100000,-0.0068994181213632745,-0.03872610141313373,24.53,,,0.0,0.01953449709060692
2020-01-14,100000,-0.002992518703241861,-0.037011637572734804,24.22,,,0.0,0.0066500415627597734
2020-01-15,100295.07330999999,-0.0009143807148794043,-0.03594139650872807,23.91,-0.006234413965087223,,0.002950733099999925,-0.006234413965087223
2020-01-16,100541.07330999999,-0.00012468827930175037,-0.03458021612635082,23.97,-0.0037406483790523633,,0.005410733099999925,-0.0037406483790523633
2020-01-17,99885.07330999999,-0.00012468827930175037,-0.03338528678304248,23.81,,,-0.001149266900000075,-0.010390689941812137
2020-01-20,101812.07330999999,0.0014131338320865533,-0.031411055694098196,24.28,,,0.018120733099999925,0.00914380714879478
2020-01-21,99147.07330999999,-0.0004987531172070015,-0.030268079800499014,23.63,,,-0.008529266900000075,-0.017871986699916863
2020-01-22,98245.07330999999,-0.0027015793848712086,-0.029353699085619463,23.41,,,-0.017549266900000075,-0.027015793848711497
2020-01-23,94514.07330999999,-0.009476309226932584,-0.02929135494596859,22.5,,,-0.05485926690000008,-0.06483790523690768
2020-02-03,85458.21831,-0.02514546965918539,-0.031036990856193093,20.29,-0.15669160432252702,,-0.14541781690000002,-0.15669160432252702
2020-02-04,82932.73184999997,-0.04551122194513726,-0.03363466334164598,19.63,,-0.18412302576891104,-0.17067268150000034,-0.18412302576891104
2020-02-05,82932.73184999997,-0.06300914380714888,-0.03625311720698259,20.01,,,-0.17067268150000034,-0.1683291770573565
2020-02-06,82932.73184999997,-0.07714048212801337,-0.038393599334995775,20.51,,,-0.17067268150000034,-0.14754779717373223
2020-02-07,83180.75584999997,-0.09114713216957612,-0.0404405652535328,20.6,-0.14380714879467987,,-0.1681924415000003,-0.14380714879467987
2020-02-10,83836.11224999998,-0.10320033250207832,-0.04248753117206981,20.91,,-0.13092269326683287,-0.16163887750000022,-0.13092269326683287
2020-02-11,83836.11224999998,-0.11745635910224457,-0.04479426433915219,20.85,,,-0.16163887750000022,-0.13341645885286774
2020-02-12,83836.11224999998,-0.1277223607647548,-0.046612635078969435,21.16,,,-0.16163887750000022,-0.12053200332502073
2020-02-13,83836.11224999998,-0.13848711554447204,-0.04884663341645894,20.82,,,-0.16163887750000022,-0.13466334164588523
2020-02-14,83836.11224999998,-0.1457190357439734,-0.051174147963424746,20.76,,,-0.16163887750000022,-0.1371571072319201
2020-02-17,83836.11224999998,-0.13965087281795524,-0.05228595178719864,21.75,,,-0.16163887750000022,-0.09600997506234409
2020-02-18,83836.11224999998,-0.12834580216126357,-0.05312759767248545,22.35,,,-0.16163887750000022,-0.0710723192019949
2020-02-19,83264.46076999999,-0.11990856192851213,-0.05441604322527025,22.04,-0.08395677472984205,,-0.1673553923000001,-0.08395677472984205
2020-02-20,84300.46076999999,-0.11238570241063996,-0.05570448877805491,22.32,-0.0723192019950124,,-0.1569953923000001,-0.0723192019950124
2020-02-21,84770.05070999998,-0.10498753117206983,-0.05693059019118869,22.38,,-0.06982543640897755,-0.1522994929000002,-0.06982543640897755
2020-02-24,85025.00373,-0.0992518703241896,-0.058322942643391516,22.29,-0.07356608478802991,,-0.14974996270000004,-0.07356608478802991
2020-02-25,83353.00373,-0.09509559434746469,-0.05997506234413971,21.85,-0.09185369908561918,,-0.16646996270000003,-0.09185369908561918
2020-02-26,83486.92256999998,-0.09235245220282633,-0.061169991687447904,21.82,,-0.09310058187863668,-0.1651307743000002,-0.09310058187863668
2020-02-27,83734.66964999997,-0.08886118038237746,-0.06272859517871963,21.66,-0.09975062344139646,,-0.16265330350000032,-0.09975062344139646
2020-02-28,78642.66964999997,-0.09068994181213642,-0.06561720698254347,20.32,,,-0.21357330350000034,-0.1554447215295095
2020-03-02,81385.82086999997,-0.09301745635910237,-0.06769534497090578,21.19,,-0.11928512053200323,-0.18614179130000033,-0.11928512053200323
2020-03-03,81385.82086999997,-0.09638403990024949,-0.0692851205320031,21.54,,,-0.18614179130000033,-0.10473815461346632
2020-03-04,81628.83020999997,-0.09729842061512889,-0.07080216126350768,21.82,-0.09310058187863668,,-0.1837116979000003,-0.09310058187863668
2020-03-05,83367.83020999997,-0.09742310889443065,-0.07196591853699058,22.29,,,-0.1663216979000003,-0.07356608478802991
2020-03-06,83243.31817999997,-0.09821280133000845,-0.07361803823773863,22.19,,-0.07772236076475468,-0.16756681820000027,-0.07772236076475468
2020-03-09,83243.31817999997,-0.10083125519534505,-0.07585203657522828,21.66,,,-0.16756681820000027,-0.09975062344139646
2020-03-10,83243.31817999997,-0.09979218620116376,-0.07773275145469624,22.1,,,-0.16756681820000027,-0.08146300914380704
2020-03-11,83243.31817999997,-0.09771404821280144,-0.07957190357439706,22.32,,,-0.16756681820000027,-0.0723192019950124
2020-03-12,83489.69269999999,-0.09821280133000845,-0.08206566916043206,21.54,-0.10473815461346632,,-0.16510307300000016,-0.10473815461346632
2020-03-13,81475.69269999999,-0.0953449709060682,-0.08530756442227728,21.01,-0.12676641729010796,,-0.18524307300000015,-0.12676641729010796
2020-03-16,78967.69269999999,-0.0988362427265172,-0.08916251039068969,20.35,,,-0.21032307300000014,-0.154197838736492
2020-03-17,79427.59111999998,-0.10353283458021627,-0.0934434746467162,20.41,,-0.15170407315045714,-0.20572408880000018,-0.15170407315045714
2020-03-18,79661.31460999997,-0.1114713216957607,-0.09792186201163736,19.91,-0.17248545303408142,,-0.20338685390000028,-0.17248545303408142
2020-03-19,79544.31460999997,-0.12148794679966758,-0.1021093100581877,19.88,,,-0.20455685390000028,-0.1737323358270989
2020-03-20,81611.31460999997,-0.1288861180382377,-0.10580839567747291,20.41,-0.15170407315045714,,-0.18388685390000029,-0.15170407315045714
2020-03-23,79072.03630999997,-0.13703241895261847,-0.11007896924355758,19.7,,-0.18121363258520365,-0.20927963690000034,-0.18121363258520365
2020-03-24,79072.03630999997,-0.14522028262676656,-0.11439110556940967,20.13,,,-0.20927963690000034,-0.16334164588528677
2020-03-25,79072.03630999997,-0.153657522859518,-0.11786159600997496,20.29,,,-0.20927963690000034,-0.15669160432252702
2020-03-26,79305.40762999997,-0.16055694098088127,-0.12152950955943459,19.88,-0.1737323358270989,,-0.20694592370000028,-0.1737323358270989
2020-03-27,79071.40762999997,-0.16550290939318382,-0.12431421446384025,19.82,,,-0.20928592370000026,-0.17622610141313377
2020-03-30,76380.40762999997,-0.17057356608478816,-0.1255195344970906,19.13,-0.20490440565253532,,-0.23619592370000028,-0.20490440565253532
2020-03-31,76380.40762999997,-0.17589359933499596,-0.12603906899418119,19.13,-0.20490440565253532,,-0.23619592370000028,-0.20490440565253532
2020-04-01,76759.94899999998,-0.17896924355777227,-0.12691188694929342,19.17,,-0.20324189526184527,-0.23240051000000023,-0.20324189526184527
2020-04-02,76759.94899999998,-0.180922693266833,-0.12805486284289275,19.41,,,-0.23240051000000023,-0.1932668329177057
2020-04-03,76759.94899999998,-0.18507896924355777,-0.12929135494596838,19.41,,,-0.23240051000000023,-0.1932668329177057
2020-04-07,76228.52089999999,-0.1840399002493766,-0.1302888611803824,19.95,-0.1708229426433915,,-0.23771479100000012,-0.1708229426433915
2020-04-08,77026.52089999999,-0.18391521197007485,-0.13100581878636747,20.16,,,-0.2297347910000001,-0.16209476309226928
2020-04-09,77026.52089999999,-0.18445552784704916,-0.13204488778054863,20.16,-0.16209476309226928,,-0.2297347910000001,-0.16209476309226928
2020-04-10,75392.52089999999,-0.1850789692435579,-0.1331774729842061,19.73,,,-0.24607479100000013,-0.17996674979218613
2020-04-13,74898.52089999999,-0.18599334995843717,-0.1343827930174563,19.6,-0.18536990856192842,,-0.2510147910000001,-0.18536990856192842
2020-04-14,75734.52089999999,-0.1831255195344972,-0.13638819617622602,19.82,-0.17622610141313377,,-0.24265479100000012,-0.17622610141313377
2020-04-15,75962.52089999999,-0.1800083125519536,-0.1389546965918536,19.88,-0.1737323358270989,,-0.24037479100000012,-0.1737323358270989
2020-04-16,75734.52089999999,-0.17730673316708237,-0.14126142975893585,19.82,-0.17622610141313377,,-0.24265479100000012,-0.17622610141313377
2020-04-17,76264.6247,-0.17443890274314228,-0.14356816292601793,20.1,,-0.16458852867830415,-0.237353753,-0.16458852867830415
2020-04-20,76264.6247,-0.17157107231920216,-0.14593724023275118,20.1,,,-0.237353753,-0.16458852867830415
2020-04-21,76264.6247,-0.1721113881961763,-0.1485037406483788,19.82,,,-0.237353753,-0.17622610141313377
2020-04-22,76264.6247,-0.16550290939318382,-0.14860764754779696,21.75,,,-0.237353753,-0.09600997506234409
2020-04-23,76264.6247,-0.16018287614297602,-0.14900249376558578,21.44,,,-0.237353753,-0.10889443059019109
2020-04-24,76264.6247,-0.15278470490440574,-0.14915835411471298,21.51,,,-0.237353753,-0.10598503740648368
2020-04-27,76264.6247,-0.14551122194513721,-0.14808811305070624,21.35,,,-0.237353753,-0.11263507896924345
2020-04-28,76264.6247,-0.14276807980049885,-0.14882585203657486,20.48,,,-0.237353753,-0.14879467996674972
2020-04-29,76490.17905,-0.13640897755610973,-0.14896093100581848,21.41,-0.1101413133832086,,-0.23509820949999993,-0.1101413133832086
2020-04-30,76595.17905,-0.12967581047381535,-0.14935577722360716,21.44,,,-0.23404820949999994,-0.10889443059019109
2020-05-06,79347.08344999999,-0.12111388196176233,-0.14949085619285077,22.16,,-0.07896924355777218,-0.20652916550000008,-0.07896924355777218
2020-05-07,79347.08344999999,-0.1128013300083125,-0.14958437240232708,22.1,,,-0.20652916550000008,-0.08146300914380704
2020-05-08,79347.08344999999,-0.10399002493765581,-0.1492934330839563,21.94,,,-0.20652916550000008,-0.08811305070656682
2020-05-11,79347.08344999999,-0.10369908561928502,-0.14958437240232708,21.82,,,-0.20652916550000008,-0.09310058187863668
2020-05-12,79347.08344999999,-0.1016209476309227,-0.14997921862011593,21.94,,,-0.20652916550000008,-0.08811305070656682
2020-05-13,79583.52497,-0.10033250207813806,-0.1496882793017451,21.82,-0.09310058187863668,,-0.2041647503,-0.09310058187863668
2020-05-14,77354.27356999999,-0.10033250207813806,-0.14933499584372345,21.35,,-0.11263507896924345,-0.2264572643000001,-0.11263507896924345
2020-05-15,77354.27356999999,-0.09696591853699094,-0.14835827098919316,21.29,,,-0.2264572643000001,-0.11512884455527846
2020-05-18,76825.78967000001,-0.09642560266001664,-0.14718412302576855,21.54,-0.10473815461346632,,-0.23174210329999986,-0.10473815461346632
2020-05-19,77035.78967000001,-0.09576059850374073,-0.1454280964256023,21.6,,,-0.22964210329999987,-0.10224438902743131
2020-05-20,74665.31212,-0.10029093931837076,-0.14419160432252667,21.07,,-0.12427265170407309,-0.25334687879999995,-0.12427265170407309
2020-05-21,74665.31212,-0.10444721529509567,-0.14347464671654162,21.1,,,-0.25334687879999995,-0.12302576891105559
2020-05-22,74665.31212,-0.10806317539484628,-0.1420511221945132,21.07,,,-0.25334687879999995,-0.12427265170407309
2020-05-25,74665.31212,-0.1102660016625105,-0.14084580216126313,21.29,,,-0.25334687879999995,-0.11512884455527846
2020-05-26,74665.31212,-0.11076475477971749,-0.13925602660016584,21.82,,,-0.25334687879999995,-0.09310058187863668
2020-05-27,74665.31212,-0.11051537822111399,-0.13717788861180336,21.88,,,-0.25334687879999995,-0.09060681629260182
2020-05-28,74665.31212,-0.10910224438902759,-0.13523482959268437,21.69,,,-0.25334687879999995,-0.09850374064837895
2020-05-29,74665.31212,-0.10702410640066513,-0.13247090606816259,21.79,,,-0.25334687879999995,-0.09434746467165418
2020-06-01,74665.31212,-0.10407315045719041,-0.1292290108063172,22.25,,,-0.25334687879999995,-0.07522859517871981
2020-06-02,74665.31212,-0.10211970074812972,-0.12621571072319165,22.07,,,-0.25334687879999995,-0.08270989193682454
2020-06-03,74665.31212,-0.0987531172069826,-0.12364921030756419,21.88,,,-0.25334687879999995,-0.09060681629260182
2020-06-04,74883.83812,-0.09501246882793024,-0.12095802161263484,22.0,-0.08561928512053195,,-0.2511616188,-0.08561928512053195
2020-06-05,75516.93312,-0.09035743973399832,-0.11863050706566874,22.19,-0.07772236076475468,,-0.24483066879999998,-0.07772236076475468
2020-06-08,76162.93312,-0.08582709891936831,-0.11632377389858636,22.38,,,-0.2383706688,-0.06982543640897755
2020-06-09,76672.93312,-0.08287614297589359,-0.11386118038237708,22.53,,,-0.2332706688,-0.06359102244389017
2020-06-10,73841.64602,-0.08300083125519535,-0.11165835411471288,21.85,,-0.09185369908561918,-0.2615835398,-0.09185369908561918
2020-06-11,73841.64602,-0.08391521197007475,-0.10971529509559404,21.47,,,-0.2615835398,-0.10764754779717373
2020-06-12,73841.64602,-0.0848295926849543,-0.10789692435577694,21.57,,,-0.2615835398,-0.10349127182044882
2020-06-15,73841.64602,-0.08857024106400667,-0.1063694929343305,21.35,,,-0.2615835398,-0.11263507896924345
2020-06-16,73339.19726000002,-0.09002493765586037,-0.10439526184538607,21.72,-0.09725685785536159,,-0.26660802739999984,-0.09725685785536159
2020-06-17,74494.19726000002,-0.08923524522028271,-0.10234829592684905,22.07,,,-0.25505802739999983,-0.08270989193682454
2020-06-18,73768.19726000002,-0.08985868661679147,-0.10052992518703195,21.85,,,-0.2623180273999998,-0.09185369908561918
2020-06-19,74395.19726000002,-0.09048212801330022,-0.09822319201994972,22.04,-0.08395677472984205,,-0.2560480273999998,-0.08395677472984205
2020-06-22,73768.19726000002,-0.09268495428096443,-0.09811928512053154,21.85,,,-0.2623180273999998,-0.09185369908561918
2020-06-23,72641.56604000002,-0.09630091438071489,-0.09789068994181177,21.66,,-0.09975062344139646,-0.2735843395999998,-0.09975062344139646
2020-06-24,72641.56604000002,-0.09771404821280144,-0.09789068994181177,21.51,,,-0.2735843395999998,-0.10598503740648368
2020-06-29,72641.56604000002,-0.0975477971737324,-0.09772443890274286,21.51,,,-0.2735843395999998,-0.10598503740648368
2020-06-30,72854.14428000002,-0.09546965918536994,-0.09607231920199481,22.07,-0.08270989193682454,,-0.2714585571999998,-0.08270989193682454
2020-07-01,72837.12732000001,-0.09185369908561933,-0.09523067331670801,22.22,,-0.07647547797173732,-0.27162872679999983,-0.07647547797173732
2020-07-02,72837.12732000001,-0.08873649210307571,-0.09416043225270126,22.47,,,-0.27162872679999983,-0.06608478802992518
2020-07-03,72837.12732000001,-0.0859102244389026,-0.09354738154613437,22.75,,,-0.27162872679999983,-0.054447215295095545
2020-07-06,72837.12732000001,-0.07801330008312547,-0.09183291770573546,23.75,,,-0.27162872679999983,-0.012884455527846997
2020-07-07,72344.18412000002,-0.07219451371571066,-0.09027431421446343,23.44,-0.025768911055693993,,-0.2765581587999998,-0.025768911055693993
2020-07-08,75254.18412000002,-0.06155444721529502,-0.08758312551953423,24.41,,,-0.2474581587999998,0.01454696591853705
2020-07-09,75344.18412000002,-0.049999999999999975,-0.0849854530340812,24.44,0.015793848711554554,,-0.2465581587999998,0.015793848711554554
2020-07-10,75794.18412000002,-0.03719866999168743,-0.08210723192019923,24.59,0.022028262676641777,,-0.2420581587999998,0.022028262676641777
2020-07-13,77204.18412000002,-0.02244389027431418,-0.07825228595178697,25.06,,,-0.2279581587999998,0.04156275976724855
2020-07-14,75576.43482000001,-0.011554447215295041,-0.07471945137157096,24.69,,0.02618453865336669,-0.2442356517999999,0.02618453865336669
2020-07-15,75576.43482000001,-0.002992518703241861,-0.07187240232751427,24.28,,,-0.2442356517999999,0.00914380714879478
2020-07-16,75576.43482000001,0.0009143807148795519,-0.0699916874480463,23.41,,,-0.2442356517999999,-0.027015793848711497
2020-07-17,75797.76614,0.004945968412302567,-0.06723815461346608,23.72,-0.0141313383208645,,-0.24202233859999994,-0.0141313383208645
2020-07-20,79951.76614,0.010390689941812284,-0.06312344139650831,25.06,,,-0.20048233859999992,0.04156275976724855
2020-07-21,79083.76614,0.015960099750623458,-0.05926849542809606,24.78,0.029925187032419056,,-0.20916233859999994,0.029925187032419056
2020-07-22,80726.76614,0.01970074812967582,-0.05509143807148787,25.31,,,-0.19273233859999994,0.051953449709060684
2020-07-23,82276.76614,0.02539484621778889,-0.05094555278470482,25.81,0.07273482959268496,,-0.17723233859999993,0.07273482959268496
2020-07-24,78990.76614,0.02605985037406494,-0.04796342477140482,24.75,,,-0.21009233859999993,0.028678304239401552
2020-07-27,78804.76614,0.02452202826267664,-0.04484621778886106,24.69,0.02618453865336669,,-0.21195233859999993,0.02618453865336669
2020-07-28,79033.61775,0.02452202826267664,-0.041832917705735474,24.69,,0.02618453865336669,-0.20966382249999996,0.02618453865336669
2020-07-29,79033.61775,0.026724854530340843,-0.03917290108063171,24.81,,,-0.20966382249999996,0.03117206982543641
2020-07-30,78497.07936000002,0.03204488778054866,-0.03645054031587693,24.69,0.02618453865336669,,-0.2150292063999998,0.02618453865336669
2020-07-31,79365.07936000002,0.03724023275145473,-0.03323981712385686,24.97,0.03782211138819618,,-0.20634920639999982,0.03782211138819618
2020-08-03,86898.07936000002,0.04696591853699097,-0.027628844555278535,27.4,,,-0.1310192063999998,0.13881961762261014
2020-08-04,86119.64890000001,0.057605985037406604,-0.022277639235245277,27.34,,0.1363258520365753,-0.13880351099999985,0.1363258520365753
2020-08-05,86119.64890000001,0.06683291770573568,-0.016926433915212022,27.53,,,-0.13880351099999985,0.14422277639235256
2020-08-06,86119.64890000001,0.07252701579384875,-0.012094763092269343,27.18,,,-0.13880351099999985,0.12967581047381552
2020-08-07,86119.64890000001,0.0845802161263508,-0.006068162926018469,27.65,,,-0.13880351099999985,0.14921030756442227
2020-08-10,86372.75980000001,0.09846217788861195,0.0007481296758103546,28.03,0.16500415627597684,,-0.13627240199999985,0.16500415627597684
2020-08-11,83314.32190000001,0.10777223607647562,0.0063175394846215266,26.93,,0.11928512053200337,-0.1668567809999999,0.11928512053200337
2020-08-12,83314.32190000001,0.11853699085619288,0.01260390689941791,27.4,,,-0.1668567809999999,0.13881961762261014
2020-08-13,83314.32190000001,0.12851205320033246,0.01818370739817109,27.09,,,-0.1668567809999999,0.12593516209476316
2020-08-14,83563.45960000002,0.13940149625935158,0.02391936824605161,27.59,0.14671654197838743,,-0.16436540399999983,0.14671654197838743
2020-08-17,83163.63910000001,0.14044056525353305,0.029945968412302484,27.65,,0.14921030756442227,-0.16836360899999986,0.14921030756442227
2020-08-18,82584.05230000002,0.14135494596841244,0.035681629260183,27.56,0.14546965918536992,,-0.17415947699999976,0.14546965918536992
2020-08-19,81654.05230000002,0.14019118869492955,0.041292601828761474,27.25,,,-0.18345947699999976,0.1325852036575229
2020-08-20,79160.32210000002,0.13669991687448052,0.04615544472152944,26.34,,0.09476309226932673,-0.2083967789999998,0.09476309226932673
2020-08-21,79160.32210000002,0.13113050706566906,0.05114297589359916,26.31,,,-0.2083967789999998,0.09351620947630923
2020-08-24,79160.32210000002,0.1241064006650042,0.05616167913549446,26.34,,,-0.2083967789999998,0.09476309226932673
2020-08-25,79397.98267000003,0.11803823773898586,0.05969451371571063,25.47,0.058603491271820456,,-0.20602017329999972,0.058603491271820456
2020-08-26,77661.98267000003,0.10768911055694103,0.06248960931005815,24.91,,,-0.22338017329999973,0.03532834580216133
2020-08-27,78436.98267000003,0.099667497921862,0.06528470490440552,25.16,,,-0.21563017329999973,0.045719035743973464
2020-08-28,78670.19071000002,0.08956774729842051,0.06778886118038224,25.16,,0.045719035743973464,-0.21329809289999976,0.045719035743973464
2020-08-31,78136.65961000003,0.08009143807148808,0.06947215295095573,25.37,0.05444721529509569,,-0.2186334038999997,0.05444721529509569
2020-09-01,78796.65961000003,0.07190357439734,0.07170615128844522,25.59,0.06359102244389032,,-0.2120334038999997,0.06359102244389032
2020-09-02,77776.65961000003,0.06359102244389032,0.07257896924355763,25.25,0.04945968412302582,,-0.22223340389999968,0.04945968412302582
2020-09-03,77026.65961000003,0.058021612635079,0.07316084788029922,25.0,0.039068994181213686,,-0.2297334038999997,0.039068994181213686
2020-09-04,76234.29691000003,0.05220282626766418,0.07349334995843718,24.91,,0.03532834580216133,-0.23765703089999965,0.03532834580216133
2020-09-07,76234.29691000003,0.04443059019118866,0.07288029925187013,24.47,,,-0.23765703089999965,0.017040731504571912
2020-09-08,76234.29691000003,0.040523690773067396,0.07271404821280124,24.53,,,-0.23765703089999965,0.01953449709060692
2020-09-09,76457.24761000003,0.03960931005818784,0.07314006650041564,24.69,0.02618453865336669,,-0.23542752389999966,0.02618453865336669
2020-09-10,72227.24761000003,0.03179551122194516,0.07300498753117203,23.28,,,-0.27772752389999966,-0.03241895261845377
2020-09-11,72977.24761000003,0.025020781379883637,0.07280756442227755,23.53,,,-0.27022752389999966,-0.02202826267664163
2020-09-14,73374.07761000004,0.017913549459684163,0.071352867830424,23.66,-0.01662510390689936,,-0.2662592238999996,-0.01662510390689936
2020-09-15,73839.07761000004,0.010515378221113886,0.07034497090606813,23.81,,,-0.26160922389999963,-0.010390689941812137
2020-09-16,73046.08893000003,0.004156275976724914,0.06869285120531979,23.72,,-0.0141313383208645,-0.26953911069999975,-0.0141313383208645
2020-09-17,73261.99623000002,-0.0003740648379052511,0.06671862011637565,23.91,-0.006234413965087223,,-0.2673800376999998,-0.006234413965087223
2020-09-18,74371.99623000002,-0.002992518703241861,0.0662302576891105,24.28,,,-0.2562800376999998,0.00914380714879478
2020-09-21,74761.99623000002,-0.003241895261845362,0.06593931837073956,24.41,,,-0.25238003769999984,0.01454696591853705
2020-09-22,72511.99623000002,-0.006857855361595975,0.06486907730673297,23.66,-0.01662510390689936,,-0.2748800376999998,-0.01662510390689936
2020-09-23,72421.99623000002,-0.01126350789692439,0.06364297589359905,23.63,,,-0.2757800376999998,-0.017871986699916863
2020-09-24,70347.58923000001,-0.012011637572734891,0.061990856192850996,23.1,,-0.03990024937655849,-0.2965241076999999,-0.03990024937655849
2020-09-25,70556.99493000002,-0.013424771404821297,0.06014131338320861,23.19,-0.03615960099750613,,-0.29443005069999983,-0.03615960099750613
2020-09-28,70736.99493000002,-0.015128844555278503,0.05582917705735651,23.25,-0.03366583541147127,,-0.29263005069999987,-0.03366583541147127
2020-09-29,72326.99493000002,-0.015253532834580254,0.0521300914380713,23.78,-0.011637572734829493,,-0.27673005069999984,-0.011637572734829493
2020-09-30,70815.45813000003,-0.01641729010806316,0.04788029925187022,23.44,,-0.025768911055693993,-0.2918454186999997,-0.025768911055693993
2020-10-09,70815.45813000003,-0.015378221113882004,0.044742310889443034,24.16,,,-0.2918454186999997,0.004156275976724914
2020-10-12,70815.45813000003,-0.012759767248545247,0.041895261845386354,24.91,,,-0.2918454186999997,0.03532834580216133
2020-10-13,70815.45813000003,-0.010556940980881039,0.038684538653366574,24.94,,,-0.2918454186999997,0.03657522859517883
2020-10-14,70815.45813000003,-0.00536159600997497,0.036585619285120545,24.91,,,-0.2918454186999997,0.03532834580216133
2020-10-15,70815.45813000003,8.312551953459868e-05,0.03402950955943481,24.94,,,-0.2918454186999997,0.03657522859517883
2020-10-16,70815.45813000003,0.0064422277639234245,0.03147339983374892,24.63,,,-0.2918454186999997,0.023690773067331684
2020-10-19,70815.45813000003,0.016292601828761407,0.02936408977556103,25.56,,,-0.2918454186999997,0.06234413965087282
2020-10-20,70815.45813000003,0.026932668329177047,0.027452202826267622,25.81,,,-0.2918454186999997,0.07273482959268496
2020-10-21,70815.45813000003,0.034995843724023375,0.025540315876974216,25.72,,,-0.2918454186999997,0.0689941812136326
2020-10-22,71022.69663000003,0.043557772236076556,0.02372194513715712,25.5,0.05985037406483796,,-0.2897730336999996,0.05985037406483796
